name,coordinates,open_time,close_time,spending_time,slug_category,average_rating,latitude,longitude
hadish-shopping-center-shiraz,"[52.5405214, 29.605905]",480,1260,180,shopping,4.2,52.5405214,29.605905
shab-neshin-barbecue-in-shiraz,"[52.5434723, 29.6373276]",720,1500,60,food,4.222222222222222,52.5434723,29.6373276
city-center-shopping-mall-in-shiraz,"[52.5414101, 29.6182386]",480,1080,180,shopping,3.142857142857143,52.5414101,29.6182386
dorsa-shopping-mall-in-shiraz,"[52.5045781, 29.6219909]",600,1320,180,shopping,4.0,52.5045781,29.6219909
shiraz-shopping-mall-in-shiraz,"[52.5296349, 29.6215368]",540,1320,180,shopping,3.2,52.5296349,29.6215368
mollasadra-shopping-mall-in-shiraz,"[52.5220325, 29.629827]",480,1380,180,shopping,3.857142857142857,52.5220325,29.629827
abrisham-shopping-mall-in-shiraz,"[52.5430306, 29.6064112]",600,1320,180,shopping,3.625,52.5430306,29.6064112
isar-swimming-pool-shiraz,"[52.4690477, 29.6116]",480,1380,120,urban_attractions,2.25,52.4690477,29.6116
pars-museum-shiraz,"[52.5472321, 29.6159658]",480,1080,120,urban_attractions,4.666666666666667,52.5472321,29.6159658
takht-e-jamshid-museum,"[52.891566, 29.935524]",480,1110,120,urban_attractions,4.764705882352941,52.891566,29.935524
delgosha-garden-shiraz,"[52.5769625, 29.6193656]",480,1080,120,urban_attractions,4.714285714285714,52.5769625,29.6193656
shapoori-house-shiraz,"[52.5363589, 29.6189943]",480,1440,120,urban_attractions,4.178571428571429,52.5363589,29.6189943
haft-tanan-rock-museum-shiraz,"[52.562064, 29.6289839]",450,1170,120,urban_attractions,4.631578947368421,52.562064,29.6289839
shiraz-cinema-in-shiraz,"[52.5311446, 29.6177824]",900,1380,120,urban_attractions,3.5555555555555554,52.5311446,29.6177824
tar-o-pood-gallery-shiraz,"[52.5566658, 29.6276136]",480,1440,120,urban_attractions,4.461538461538462,52.5566658,29.6276136
iran-commercial-complex-shiraz,"[52.5215576, 29.620323]",480,1200,180,shopping,3.3333333333333335,52.5215576,29.620323
ghazal-shopping-center-shiraz,"[52.4866603, 29.5996732]",480,1290,180,shopping,3.2,52.4866603,29.5996732
farjadian-mall-shiraz,"[52.5368081, 29.6208912]",540,1320,180,shopping,2.4,52.5368081,29.6208912
naderi-cafe-in-shiraz,"[52.541091, 29.6236067]",480,1320,60,food,4.0,52.541091,29.6236067
shahre-ghaza-takeaway-in-shiraz,"[52.5072021, 29.6218146]",690,1380,60,food,2.7142857142857144,52.5072021,29.6218146
shiraz-karting-club,"[52.4076042, 29.7626098]",540,1415,120,urban_attractions,3.5454545454545454,52.4076042,29.7626098
oghab-horseclub-in-shiraz,"[52.5816868, 29.5672777]",480,1260,120,urban_attractions,3.727272727272727,52.5816868,29.5672777
iran-racquet-center-tennis-academyin-shiraz,"[51.4939886, 29.624541]",390,1380,120,urban_attractions,4.571428571428571,51.4939886,29.624541
shad-zist-swimming-pool-in-shiraz,"[52.5635096, 29.5941472]",510,1380,120,urban_attractions,3.090909090909091,52.5635096,29.5941472
sanaye-swimming-pool-shiraz,"[52.4571313, 29.7015688]",540,1290,120,urban_attractions,3.6666666666666665,52.4571313,29.7015688
nemooneh-riding-club-shiraz,"[52.548981, 29.5536952]",510,1020,120,urban_attractions,4.285714285714286,52.548981,29.5536952
iranian-shopping-center-shiraz,"[52.4748039, 29.615875]",480,1230,180,shopping,3.7777777777777777,52.4748039,29.615875
pars-shopping-center-shiraz,"[52.5182225, 29.6246238]",540,1440,180,shopping,3.5714285714285716,52.5182225,29.6246238
eram-shopping-mall-shiraz,"[52.5314868, 29.6339092]",540,1410,180,shopping,4.5,52.5314868,29.6339092
cando-cafe-shiraz,"[52.4735188, 29.6893757]",1050,1410,60,food,4.545454545454546,52.4735188,29.6893757
dazho-cafe-restaurant-shiraz,"[52.5423928, 29.6219022]",600,1440,60,food,4.625,52.5423928,29.6219022
kamran-pastry-shiraz,"[52.5221334, 29.6334288]",450,1320,120,urban_attractions,4.166666666666667,52.5221334,29.6334288
meshkinfam-art-museum-in-shiraz,"[52.5377284, 29.6133314]",570,1110,120,urban_attractions,4.5,52.5377284,29.6133314
clothing-museum-in-shiraz,"[52.5410615, 29.6102911]",540,1020,120,urban_attractions,4.3076923076923075,52.5410615,29.6102911
forough-al-molk-historical-house-in-shiraz,"[52.5379293, 29.6132359]",570,1110,120,urban_attractions,4.434782608695652,52.5379293,29.6132359
cerrado-cafe-in-shiraz,"[52.507138, 29.627893]",510,1350,60,food,3.5,52.507138,29.627893
bal-cafe-in-shiraz,"[52.5003593, 29.6253928]",480,1380,60,food,4.1,52.5003593,29.6253928
marina-coffee-shop-in-shiraz,"[52.4717404, 29.6851302]",600,1380,60,food,4.0,52.4717404,29.6851302
fanoos-sorkh-coffee-shop-in-shiraz,"[52.4825804, 29.6295492]",660,1380,60,food,3.3333333333333335,52.4825804,29.6295492
shamdooni-cafe-in-shiraz,"[52.4782703, 29.6347619]",540,1410,60,food,4.0,52.4782703,29.6347619
ahoora-cafe-in-shiraz,"[52.4631021, 29.6813671]",570,1425,60,food,3.5555555555555554,52.4631021,29.6813671
forough-coffee-shop-in-shiraz,"[52.4948866, 29.6166218]",480,1440,60,food,4.555555555555555,52.4948866,29.6166218
sabouye-eshgh-restaurant-shiraz,"[52.5440267, 29.6318262]",720,1260,60,food,4.2,52.5440267,29.6318262
karimkhani-restaurant-shiraz,"[52.5440267, 29.63679]",480,1350,60,food,5.0,52.5440267,29.63679
zarnegar-traditional-house-shiraz ,"[52.5494753, 29.6083497]",660,1380,60,food,4.428571428571429,52.5494753,29.6083497
moshirolmolk-mousque-shiraz,"[52.5311708, 29.6106767]",480,1080,120,urban_attractions,4.2727272727272725,52.5311708,29.6106767
bookland-cafe-shiraz,"[52.5826947, 29.5917677]",600,1320,60,food,4.285714285714286,52.5826947,29.5917677
hafez-shopping-mall-shiraz,"[52.506372, 29.626818]",360,1410,180,shopping,4.25,52.506372,29.626818
pasargad-garden-shiraz,"[53.1777692, 30.200138]",480,1140,120,urban_attractions,4.916666666666667,53.1777692,30.200138
molkeparsi-recreational-restaurant-shiraz,"[52.4380151, 29.7376678]",720,1500,120,urban_attractions,4.75,52.4380151,29.7376678
chiaco-restaurant-shiraz,"[52.4434827, 29.71133]",720,1440,60,food,4.2,52.4434827,29.71133
naqshe-rajab-shiraz,"[52.8870463, 29.966091]",480,1050,120,urban_attractions,4.5,52.8870463,29.966091
shiraz-mall-shiraz,"[52.4849009, 29.6328449]",600,1380,180,shopping,4.714285714285714,52.4849009,29.6328449
goftogo-cafe-shiraz,"[52.4720369, 29.6852743]",960,1440,60,food,4.666666666666667,52.4720369,29.6852743
zhoo-cafe-restaurant-shiraz,"[52.505808, 29.623217]",480,1500,60,food,4.4,52.505808,29.623217
abi-cultural-center-shiraz,"[52.4710868, 29.6431568]",570,1410,120,urban_attractions,4.333333333333333,52.4710868,29.6431568
gabric-cafe-and-restaurant-hiraz,"[52.4500636, 29.7181887]",720,1500,60,food,4.4,52.4500636,29.7181887
humerz-retaurant-shiraz,"[52.4971576, 29.6301358]",480,1440,60,food,4.4,52.4971576,29.6301358
ehsan-garden-restaurant-shiraz,"[52.4901775, 29.6466732]",480,1440,60,food,4.2,52.4901775,29.6466732
doosi-resturant-shiraz,"[52.5425136, 29.6165521]",690,1410,60,food,3.2,52.5425136,29.6165521
lavia-fastfood-shiraz,"[52.4651295, 29.6845843]",660,1440,60,food,4.888888888888889,52.4651295,29.6845843
flowers-garden-shiraz,"[52.4776883, 29.6921921]",360,1200,120,urban_attractions,4.666666666666667,52.4776883,29.6921921
chehreh-negar-restaurant-shiraz,"[52.5460201, 29.6177242]",480,1440,60,food,4.666666666666667,52.5460201,29.6177242
fancy-confectionery-shiraz,"[52.4569929, 29.6735301]",540,1320,120,urban_attractions,4.2,52.4569929,29.6735301
armaghan-giah-complex-shiraz,"[52.4728699, 29.657575]",480,1440,120,urban_attractions,4.333333333333333,52.4728699,29.657575
rose-gold-cafe-shiraz,"[52.4760501, 29.6690341]",480,1440,60,food,4.8,52.4760501,29.6690341
kobar-garden-restaurant-shiraz,"[52.501962, 29.648845]",1020,1500,60,food,4.333333333333333,52.501962,29.648845
besat-park-shiraz,"[52.501335, 29.6194811]",570,1290,120,urban_attractions,4.666666666666667,52.501335,29.6194811
baba-abr-icecream-shiraz,"[52.5390032, 29.6328026]",540,1590,120,urban_attractions,4.0,52.5390032,29.6328026
salamat-walkway-shiraz,"[52.4817861, 29.6773251]",1110,1560,120,urban_attractions,4.5,52.4817861,29.6773251
taknaz-shopping-center-shiraz,"[52.5537672, 29.6324673]",540,1260,180,shopping,3.3333333333333335,52.5537672,29.6324673
negin-fars-shopping-center-adel-abad-shiraz,"[52.5090539, 29.5805727]",510,1440,180,shopping,2.6,52.5090539,29.5805727
